序号,站点KKS编码        ,标签点KKS编码      ,数据类型 ,工程单位         ,数据源地址       ,扫描周期         ,量程范围之下限   ,量程范围之上限   ,压缩偏移量    ,最大压缩时间,存储标识,描述信息                        
174,BCDC,BC_Fir_1_stCirPBInVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机循环水泵B进口电动门状态
175,BCDC,BC_Fir_1_stCirWPA,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A循环水泵运行状态
176,BCDC,BC_Fir_1_stCirWPB,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B循环水泵运行状态
177,BCDC,BC_Fir_1_stCndPA,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A凝结水泵运行状态
178,BCDC,BC_Fir_1_stCndPAOtVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A凝结水泵出口电动门状态
179,BCDC,BC_Fir_1_stCndPB,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B凝结水泵运行状态
180,BCDC,BC_Fir_1_stCndPBOtVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B凝结水泵出口电动门状态
181,BCDC,BC_Fir_1_stCndPC,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B凝结水泵运行状态
182,BCDC,BC_Fir_1_stCndPCOtVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机C凝结水泵出口电动门状态
183,BCDC,BC_Fir_1_stFDFA,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A送风机运行状态
184,BCDC,BC_Fir_1_stFDFAOtVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A侧送风机出口风门
185,BCDC,BC_Fir_1_stFDFB,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B送风机运行状态
186,BCDC,BC_Fir_1_stFWBigBpsVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机锅炉给水大旁路电动门运行状态
187,BCDC,BC_Fir_1_stFWVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机锅炉主给水电动门运行状态
188,BCDC,BC_Fir_1_stHPBpsStmValA,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机高旁进汽门A侧状态
189,BCDC,BC_Fir_1_stHPBpsStmValB,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机高旁进汽门B侧状态
190,BCDC,BC_Fir_1_stHPExhStmValA,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机高排A侧逆止门状态
191,BCDC,BC_Fir_1_stHPExhStmValB,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机高排B侧逆止门状态
192,BCDC,BC_Fir_1_stHPH1stBpsMotVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机高加旁路电动门
193,BCDC,BC_Fir_1_stHPHInMotVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机高加入口电动门运行状态
194,BCDC,BC_Fir_1_stHPHOtMotVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机高加出口电动门运行时状态
195,BCDC,BC_Fir_1_stIDFA,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A引风机运行状态
196,BCDC,BC_Fir_1_stIDFAInVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A侧引风机入口风门
197,BCDC,BC_Fir_1_stIDFAOtVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A侧引风机出口风门
198,BCDC,BC_Fir_1_stIDFB,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B引风机运行状态
199,BCDC,BC_Fir_1_stIDFBInVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B侧引风机入口风门
200,BCDC,BC_Fir_1_stIDFBOtVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B侧引风机出口风门
201,BCDC,BC_Fir_1_stLPH5thBpsMotVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机5低加旁路电动门
202,BCDC,BC_Fir_1_stLPH5thMotValIn,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机5低加进电动水门
203,BCDC,BC_Fir_1_stLPH5thMotValOt,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机5低加出电动水门
204,BCDC,BC_Fir_1_stLPH67thBpsMotVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机67低加旁路电动门
205,BCDC,BC_Fir_1_stLPH67thMotValIn,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机67低加进水电动门
206,BCDC,BC_Fir_1_stLPH67thMotValOt,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机67低加出电动水门
207,BCDC,BC_Fir_1_stLPH8thBpsMotVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机8低加旁路电动门
208,BCDC,BC_Fir_1_stLPH8thMotValIn,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机8低加进水电动门
209,BCDC,BC_Fir_1_stLPH8thMotValOt,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机8低加出电动水门
210,BCDC,BC_Fir_1_stMillA,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A磨煤机运行状态
211,BCDC,BC_Fir_1_stMillB,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B磨煤机运行状态
212,BCDC,BC_Fir_1_stMillC,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机C磨煤机运行状态
213,BCDC,BC_Fir_1_stMillD,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机D磨煤机运行状态
214,BCDC,BC_Fir_1_stMillE,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机E磨煤机运行状态
215,BCDC,BC_Fir_1_stMillF,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机F磨煤机运行状态
216,BCDC,BC_Fir_1_stMnVal1st,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机1#中主门运行状态
217,BCDC,BC_Fir_1_stMnVal2nd,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机2#中主门运行状态
218,BCDC,BC_Fir_1_stPAFBInVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B侧送风机出口风门
219,BCDC,BC_Fir_1_stRhtrSpyValA,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机再减左电动门（调整门前）状态
220,BCDC,BC_Fir_1_stRhtrSpyValB,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机再减右电动门（调整门前）状态
221,BCDC,BC_Fir_1_stStgIISpyValA,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机二减左电动门（调整门前）状态
222,BCDC,BC_Fir_1_stStgIISpyValB,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机二减右电动门（调整门前）状态
223,BCDC,BC_Fir_1_stStgISpyValA,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机一减左电动门（调整门前）状态
224,BCDC,BC_Fir_1_stStgISpyValB,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机一减右电动门（调整门前）状态
225,BCDC,BC_Fir_1_stStmMotValA,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机电动主汽门A侧运行状态
226,BCDC,BC_Fir_1_stStmMotValB,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机电动主汽门B侧运行状态
227,BCDC,BC_Fir_1_stTDFPA,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A给水泵运行状态
228,BCDC,BC_Fir_1_stTDFPAOtMotVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A给水泵出口电动门状态
229,BCDC,BC_Fir_1_stTDFPB,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B给水泵运行状态
230,BCDC,BC_Fir_1_stTDFPBOtMotVal,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B给水泵出口电动门状态
231,BCDC,BC_Fir_1_svOA,float,%,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A侧氧量
232,BCDC,BC_Fir_1_svOB,float,%,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B侧氧量
233,BCDC,BC_Fir_1_t1stHPHOt,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机1号高加抽汽温度
234,BCDC,BC_Fir_1_t1stLPHOt,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机5号低加抽汽温度
235,BCDC,BC_Fir_1_t2ndHPHOt,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机2号高加抽汽温度
236,BCDC,BC_Fir_1_t2ndLPHOt,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机6号低加抽汽温度
237,BCDC,BC_Fir_1_t3rdLPHOt,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机7号低加抽汽温度
238,BCDC,BC_Fir_1_t4stLPHOt,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机8号低加抽汽温度
239,BCDC,BC_Fir_1_tAirA,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A侧冷空气温度
240,BCDC,BC_Fir_1_tAirB,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B侧冷空气温度
241,BCDC,BC_Fir_1_tBear1stAbs,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机1#轴承温度
242,BCDC,BC_Fir_1_tBear2ndAbs,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机2#轴承温度
243,BCDC,BC_Fir_1_tBear3rdAbs,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机3#轴承温度
244,BCDC,BC_Fir_1_tBear4thAbs,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机4#轴承温度
245,BCDC,BC_Fir_1_tBear5thAbs,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机5#轴承温度
246,BCDC,BC_Fir_1_tBear6thAbs,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机6#轴承温度
247,BCDC,BC_Fir_1_tCirWIn,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机循环水入口温度
248,BCDC,BC_Fir_1_tCirWOt,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机循环水出口温度
249,BCDC,BC_Fir_1_tCndW,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机凝结水温度
250,BCDC,BC_Fir_1_tDea,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机除氧器温度
251,BCDC,BC_Fir_1_tExhStm1,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机排汽温度1
252,BCDC,BC_Fir_1_tExhStm2,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机排汽温度1
253,BCDC,BC_Fir_1_tFDA,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A侧热风温度
254,BCDC,BC_Fir_1_tFDB,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B侧热风温度
255,BCDC,BC_Fir_1_tFW,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机给水温度
256,BCDC,BC_Fir_1_tFlueGasA,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机A侧排烟温度
257,BCDC,BC_Fir_1_tFlueGasB,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机B侧排烟温度
258,BCDC,BC_Fir_1_tHRhtStm,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机机侧再热汽温度
259,BCDC,BC_Fir_1_tLOil,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机润滑油温度
260,BCDC,BC_Fir_1_tMnStm,float,℃,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机机测主汽温度
261,BCDC,BC_Fir_1_u6KVIA,float,KV,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机6KVIA段母线电压
262,BCDC,BC_Fir_1_u6KVIB,float,KV,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机6KVIB段母线电压
263,BCDC,BC_Fir_1_uFadjC,float,V,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机发电机C项电压
264,BCDC,BC_Fir_1_vacmCnds,float,KPa,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机凝汽器真空
265,BCDC,BC_Fir_1_wCndW,float,t/h,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机凝结水流量
266,BCDC,BC_Fir_1_wFW,float,t/h,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机主给水流量
267,BCDC,BC_Fir_1_wLelCnds,float,mm,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机凝汽器水位
268,BCDC,BC_Fir_1_wLelDea,float,mm,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机除氧器水位
269,BCDC,BC_Fir_1_wLelDrum,float,mm,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机汽包水位（储水箱水位）
270,BCDC,BC_Fir_1_wMnStm,float,t/h,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#1机主蒸汽流量
271,BCDC,BC_Fir_2_#1QALLJLL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#1气氨流量计流量
272,BCDC,BC_Fir_2_#1QALLJQQDTJFKD,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机至#1气氨流量计前气动调节阀开度
273,BCDC,BC_Fir_2_#1XSFJYXZT,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#1稀释风机运行状态
274,BCDC,BC_Fir_2_#1XSFL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#1SCR稀释风量
275,BCDC,BC_Fir_2_#1YACGQXLQTHLJC,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#1液氨储罐区泄漏气体含量检测
276,BCDC,BC_Fir_2_#1YAWSCGYL1,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#1液氨卧式储罐压力1
277,BCDC,BC_Fir_2_#1YAWSCGYL2,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#1液氨卧式储罐压力2
278,BCDC,BC_Fir_2_#1YAWSCGYW,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#1液氨卧式储罐液位
279,BCDC,BC_Fir_2_#1ZFQCKGQAYL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#1蒸发器出口管气氨压力
280,BCDC,BC_Fir_2_#1ZFQZQRKFKD,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#1蒸发器蒸汽入口阀开度
281,BCDC,BC_Fir_2_#2QALLJLL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#2气氨流量计流量
282,BCDC,BC_Fir_2_#2QALLJQQDTJFKD,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机至#2气氨流量计前气动调节阀开度
283,BCDC,BC_Fir_2_#2XSFJYXZT,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#2稀释风机运行状态
284,BCDC,BC_Fir_2_#2XSFL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#2SCR稀释风量
285,BCDC,BC_Fir_2_#2YACGQXLQTHLJC,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#2液氨储罐区泄漏气体含量检测
286,BCDC,BC_Fir_2_#2YAWSCGYL1,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#2液氨卧式储罐压力1
287,BCDC,BC_Fir_2_#2YAWSCGYL2,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#2液氨卧式储罐压力2
288,BCDC,BC_Fir_2_#2YAWSCGYW,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#2液氨卧式储罐液位
289,BCDC,BC_Fir_2_#2ZFQCKGQAYL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#2蒸发器出口管气氨压力
290,BCDC,BC_Fir_2_#2ZFQZQRKFKD,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机#2蒸发器蒸汽入口阀开度
291,BCDC,BC_Fir_2_1XSTXHJYYXZT,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2机吸收塔循环浆液泵1运行状态
292,BCDC,BC_Fir_2_2XSTXHJYYXZT,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2机吸收塔循环浆液泵2运行状态
293,BCDC,BC_Fir_2_3XSTXHJYYXZT,bool,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2机吸收塔循环浆液泵3运行状态
294,BCDC,BC_Fir_2_ACSCRFYQCKYQNH3HL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器出口烟气NH3含量
295,BCDC,BC_Fir_2_ACSCRFYQCKYQNOXHL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器出口烟气NOx含量
296,BCDC,BC_Fir_2_ACSCRFYQCKYQO2HL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器出口烟气O2含量
297,BCDC,BC_Fir_2_ACSCRFYQCKYQWD1,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器出口净烟气温度1
298,BCDC,BC_Fir_2_ACSCRFYQCKYQWD2,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器出口净烟气温度2
299,BCDC,BC_Fir_2_ACSCRFYQCKYQWD3,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器出口净烟气温度3
300,BCDC,BC_Fir_2_ACSCRFYQCKYQYL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器出口烟气压力
301,BCDC,BC_Fir_2_ACSCRFYQJAQYATYND,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器加氨区域氨逃逸浓度
302,BCDC,BC_Fir_2_ACSCRFYQRKO2HL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器入口烟气O2含量
303,BCDC,BC_Fir_2_ACSCRFYQRKYQNOXHL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器入口烟气NOx含量
304,BCDC,BC_Fir_2_ACSCRFYQRKYQWD1,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器入口烟气温度1
305,BCDC,BC_Fir_2_ACSCRFYQRKYQWD2,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器入口烟气温度2
306,BCDC,BC_Fir_2_ACSCRFYQRKYQWD3,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器入口烟气温度3
307,BCDC,BC_Fir_2_ACSCRFYQRKYQYL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧SCR反应器入口烟气压力
308,BCDC,BC_Fir_2_ACTLXL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机A侧脱硝效率
309,BCDC,BC_Fir_2_BCSCRFYQCKYQNH3HL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器出口烟气NH3含量
310,BCDC,BC_Fir_2_BCSCRFYQCKYQNOXHL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器出口烟气NOx含量
311,BCDC,BC_Fir_2_BCSCRFYQCKYQO2HL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器出口烟气O2含量
312,BCDC,BC_Fir_2_BCSCRFYQCKYQWD1,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器出口净烟气温度1
313,BCDC,BC_Fir_2_BCSCRFYQCKYQWD2,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器出口净烟气温度2
314,BCDC,BC_Fir_2_BCSCRFYQCKYQWD3,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器出口净烟气温度3
315,BCDC,BC_Fir_2_BCSCRFYQCKYQYL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器出口烟气压力
316,BCDC,BC_Fir_2_BCSCRFYQJAQYATYND,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器加氨区域氨逃逸浓度
317,BCDC,BC_Fir_2_BCSCRFYQRKO2HL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器入口烟气O2含量
318,BCDC,BC_Fir_2_BCSCRFYQRKYQNOXHL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器入口烟气NOx含量
319,BCDC,BC_Fir_2_BCSCRFYQRKYQWD1,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器入口烟气温度1
320,BCDC,BC_Fir_2_BCSCRFYQRKYQWD2,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器入口烟气温度2
321,BCDC,BC_Fir_2_BCSCRFYQRKYQWD3,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器入口烟气温度3
322,BCDC,BC_Fir_2_BCSCRFYQRKYQYL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧SCR反应器入口烟气压力
323,BCDC,BC_Fir_2_BCTLXL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机B侧脱硝效率
324,BCDC,BC_Fir_2_CQNSJGDY,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机澄清、浓缩泥浆高度仪
325,BCDC,BC_Fir_2_CSSSBCKPFLL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机出水输泵出口排放流量
326,BCDC,BC_Fir_2_CSSSBCKYL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机出水输送泵出口浊度
327,BCDC,BC_Fir_2_CSXPH,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机出水箱PH
328,BCDC,BC_Fir_2_GLXL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机锅炉负荷
329,BCDC,BC_Fir_2_GLZFL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机锅炉总风量
330,BCDC,BC_Fir_2_GYISMGYL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机工艺水母管压力
331,BCDC,BC_Fir_2_SCRCHQKQYL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机SCR吹灰器空气(蒸汽)压力
332,BCDC,BC_Fir_2_SJQNSRKTJFKD,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机水解器尿素入口调节阀开度
333,BCDC,BC_Fir_2_SJQNSRYSSGDYL1,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机水解器尿素溶液输送管道压力1
334,BCDC,BC_Fir_2_TLBADMXDY,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫保安段母线电压
335,BCDC,BC_Fir_2_TLCKFCND,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫出口粉尘浓度
336,BCDC,BC_Fir_2_TLCKNOXND,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫出口NOX浓度
337,BCDC,BC_Fir_2_TLCKO2ND,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫出口O2浓度
338,BCDC,BC_Fir_2_TLCKSO2ND,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫出口SO2浓度
339,BCDC,BC_Fir_2_TLCKYQLL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫出口烟气流量
340,BCDC,BC_Fir_2_TLCKYQWD,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫出口烟气温度
341,BCDC,BC_Fir_2_TLCKYQYL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫出口烟气压力（CEMS）
342,BCDC,BC_Fir_2_TLGDDYJXDL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫6kV(10kV)各段电源进线电流
343,BCDC,BC_Fir_2_TLGDMXDY,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫6kV(10kV)各段母线母线电压
344,BCDC,BC_Fir_2_TLJJYGJLL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫剂浆液供浆流量
345,BCDC,BC_Fir_2_TLJJYGJMD,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫剂浆液供浆密度
346,BCDC,BC_Fir_2_TLJJYGJTJFKD,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫剂浆液供浆调节阀开度
347,BCDC,BC_Fir_2_TLRKYQFCND,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫入口烟气粉尘浓度
348,BCDC,BC_Fir_2_TLRKYQLL,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫入口烟气流量
349,BCDC,BC_Fir_2_TLRKYQO2ND,float,,BCDC,1000.00,0.00,10000.00,0.01,1,1,白城电厂#2号机脱硫入口烟气O2浓度
